,PH,TTP,AUC,MTT,Max_Df,BAT,PH_Frame,AUC0.5,AUC1,AUC1.5,AUC2.0
ANY_142,7.469148298083479,3.5,42.53188171965796,6.1000000000000005,0.7939583207119449,0.9,11,17.626246084848376,38.46822350757091,42.18094865237518,42.18094865237518
ANY_396_View1,0.24153809460113268,0.8,0.23210465223071777,1.0,0.12320613517440493,0.0,2,0.08984295596922182,0.20533654054659717,0.23247288955744655,0.23235506833464153
ANY_396_View2,0.18671368386753912,0.9,0.17889795526309465,1.0,0.09860978110716838,0.0,3,0.06962441705827002,0.1575662313023326,0.1791941952142191,0.17909941027322673
ANY_311_View1,15.034617184388313,2.3000000000000003,66.85923644057134,4.6,2.5391473133129026,1.0,7,27.0430613373742,53.7181461168892,66.82140110499606,66.82140110499606
ANY_311_View2,12.664770595850628,3.6,63.28928591628869,5.9,1.4834376351051852,1.1,11,29.003518789885035,58.28101447213845,63.027539448177215,63.027539448177215
ANY_313,1.0700352038158445,1.6,8.230189414925512,8.9,0.25515619851678545,0.6000000000000001,5,3.7655873856129287,7.943787242578831,8.224433955061965,8.224433955061965
ANY_335,10.3448746736194,2.1,50.40790242642545,6.5,2.0590559950663456,0.7000000000000001,6,26.992185116248372,47.695359120644966,50.40849334501712,50.40849334501712
ANY_185,18.681964136061644,4.9,49.47493356764967,3.0,1.4326179102988759,1.1,74,11.651329264530101,33.294130791246786,49.401537575770526,49.401537575770526
ANY_116,10.333509781975497,2.4000000000000004,46.32246922573822,5.1000000000000005,1.685039227190832,0.8,7,20.28967792630388,42.308546647557975,46.28147364549696,46.28147364549696
ANY_343,6.189076577508223,3.8000000000000003,29.467088929773233,5.2,0.7588689912471702,2.0,11,12.349111464583043,27.45647934919857,29.493209431591417,29.493209431591417
ANY_140,5.214492329978921,6.4,32.30434179389749,6.8999999999999995,0.7924930654716856,1.3,17,14.407616039974535,30.572331688875387,32.32346896475738,32.32346896475738
ANY_160,9.724884332304388,2.4000000000000004,28.137487059407338,3.0999999999999996,1.1336882291211745,0.8,7,9.839560231010054,23.846275510703578,27.971557677391797,27.971557677391797
ANY_155,13.175849677175199,2.6,55.914981213053686,5.200000000000001,1.4871411644330461,1.1,8,27.076208434310978,51.63756576915241,55.90208365682125,55.90208365682125
ANY_307_View1,9.834499133936049,3.8000000000000003,38.16285027046431,4.1000000000000005,1.3812247350602584,1.1,11,15.607859291709499,35.07634370405849,38.150202801326245,38.150202801326245
ANY_307_View2,12.960329295586822,3.4000000000000004,51.902600425797914,4.300000000000001,1.7769992552125167,0.9,10,21.414674860654713,47.95524606653521,51.632495835128026,51.632495835128026
ANY_192,7.410060688998721,3.3000000000000003,16.685700417419802,2.6000000000000005,1.1267936772134668,0.6000000000000001,10,1.8071556698095907,8.338161744438159,15.831249353687964,16.51168042535439
ANY_305_View1,9.46938881089986,3.4000000000000004,54.687991051486925,6.5,1.0079022428791036,1.6,10,24.47667709967844,51.145101529014624,54.6279986783023,54.6279986783023
ANY_305_View2,9.688368693643088,6.2,58.086777501185935,6.6,1.0515299367227073,1.5,17,23.85031926310144,54.16867778086286,58.04022110643877,58.04022110643877
ANY_325,2.41280793997864,4.3,4.089483351634786,2.0999999999999996,0.26529999177623764,1.7000000000000002,13,1.0185912050688763,2.761486597005777,4.09674453814453,4.09674453814453
ANY_354,20.61066057813254,5.2,145.0484505605558,7.5,1.6545966882511416,1.6,15,58.83458604939172,128.6279303750191,144.2216059294394,144.2216059294394
ANY_175,33.05623899678375,2.1,112.34280162632876,4.500000000000001,4.109129854090877,0.8,6,54.233030391692516,103.53532722769592,111.97315785610807,111.97315785610807
ANY_319,4.251092187327364,2.1,15.169363525393345,3.9000000000000004,0.6567626910294949,0.7000000000000001,6,6.4167659751608515,14.147809550129661,15.166695950249633,15.166695950249633
